ip_address,nick_name,start_time,end_time,pic_id,response_no,conf_level,choice_reason,description
,07675754a46f40c2582f5e8f3900af0a,1602185183.7989244,1602185207.2114754,56,14,Uncertain,Different range,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185192.1335015,1602185220.76575,31,2,Uncertain,Different shape,emily-log-1
,8cd05b566e210584081a14842115be1d,1602185200.7081146,1602185226.4357498,41,18,Uncertain,Clustering,emily-log-1
,07675754a46f40c2582f5e8f3900af0a,1602185207.2340596,1602185226.6797328,49,2,Uncertain,Outlier(s),emily-log-1
,07675754a46f40c2582f5e8f3900af0a,1602185207.2340596,1602185226.6797328,49,10,Uncertain,Outlier(s),emily-log-1
,9d88e081371361338458102f541ca0fa,1602185206.6278453,1602185227.2149098,83,15,Very Certain,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185115.9897351,1602185238.3560636,36,14,Certain,"Clustering, Different range, Different shape",emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185220.7866976,1602185241.609293,83,10,Neutral,Different shape,emily-log-1
,8cd05b566e210584081a14842115be1d,1602185226.4635084,1602185244.6350276,52,10,Uncertain,Clustering,emily-log-1
,07675754a46f40c2582f5e8f3900af0a,1602185226.6999755,1602185247.140168,39,10,Uncertain,Clustering,emily-log-1
,9d88e081371361338458102f541ca0fa,1602185227.2345853,1602185252.7699602,80,3,Uncertain,Different range,emily-log-1
,9d88e081371361338458102f541ca0fa,1602185252.78911,1602185271.822146,32,2,Very Certain,Different shape,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185241.6328702,1602185273.6749797,80,20,Very Uncertain,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185238.381828,1602185281.016288,56,8,Certain,Clustering,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185273.6960428,1602185297.9766119,32,2,Certain,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185281.0353017,1602185321.2025597,49,5,Certain,Different range,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185297.9966931,1602185328.993433,11,10,Neutral,Outlier(s),emily-log-1
,9d88e081371361338458102f541ca0fa,1602185271.842134,1602185338.5846012,11,15,Very Certain,Different slope,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185329.013001,1602185349.6424282,93,7,Uncertain,Different range,emily-log-1
,9d88e081371361338458102f541ca0fa,1602185338.6052465,1602185355.5872269,93,20,Very Uncertain,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185321.2227068,1602185361.5787098,44,3,Uncertain,Different range,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185349.671751,1602185369.8109972,79,1,Very Uncertain,Different shape,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185349.671751,1602185369.8109972,79,5,Very Uncertain,Different shape,emily-log-1
,9d88e081371361338458102f541ca0fa,1602185355.6082811,1602185370.9193807,79,10,Neutral,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185361.598192,1602185378.0830638,31,2,Certain,Different shape,emily-log-1
,9d88e081371361338458102f541ca0fa,1602185370.9398887,1602185386.4968898,6,17,Very Certain,Different range,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185369.8353512,1602185392.7841225,6,4,Very Uncertain,Different slope,emily-log-1
,8bef98ed1e9d2325e1b7b2bf37d8b970,1602185392.8028815,1602185411.640888,33,20,Very Uncertain,Different slope,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185378.105946,1602185421.858669,83,13,Certain,Different range,emily-log-1
,9d88e081371361338458102f541ca0fa,1602185386.5159569,1602185448.1250489,33,7,Very Certain,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185421.8790424,1602185477.3916728,80,7,Uncertain,Different slope,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185477.4182801,1602185526.9001412,32,2,Uncertain,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185526.92007,1602185547.08643,11,10,Certain,Different range,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185547.1085303,1602185582.4891431,93,7,Certain,Clustering,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185582.508946,1602185619.946659,79,17,Uncertain,Different shape,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185619.9658353,1602185665.0843484,6,12,Certain,Different range,emily-log-1
,8d69f14de5a7223e3deaa50db94a4f4e,1602185665.1043692,1602185708.676092,33,9,Uncertain,Different range,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603048769.3777966,1603048873.196891,75,11,Uncertain,"Clustering, Different shape",emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603048873.2336402,1603048907.1960542,34,10,Certain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603048907.212661,1603048937.3963122,46,13,Certain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603048937.4301605,1603048975.2245781,80,1,Uncertain,Clustering,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603048975.2850285,1603049004.7832396,35,14,Uncertain,Different range,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049004.8350754,1603049022.9012463,14,14,Certain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049022.9227204,1603049087.7072666,17,7,Very Uncertain,Outlier(s),emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049087.7580776,1603049120.4551287,5,12,Neutral,Different range,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049120.4750984,1603049160.7049503,41,17,Very Uncertain,Clustering,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049160.7239594,1603049176.191381,67,12,Certain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049176.2313697,1603049194.3157747,32,2,Certain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049194.3362908,1603049239.1794903,8,8,Uncertain,Different range,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049239.2172775,1603049283.2886035,44,12,Uncertain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049283.313955,1603049312.7994514,47,10,Uncertain,Outlier(s),emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049312.8444242,1603049367.3470707,79,1,Uncertain,Different slope,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049367.3672068,1603049385.9363058,13,4,Very Certain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049385.9628131,1603049421.035409,20,8,Uncertain,Clustering,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049421.0550978,1603049436.0892,29,1,Certain,Different shape,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049436.1114902,1603049456.8328228,74,14,Certain,Clustering,emily-log-1
,c044d5237f36f1d6c33ad80e7d4f691b,1603049456.8597484,1603049469.2758355,66,2,Very Certain,Different shape,emily-log-1
